ID do Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,Tempo de Assinatura(M),Serviço Telefônico,Múltiplas Linhas,Serviço de Internet,Segurança Online,Backup Online,Proteção de Dispositivo,Suporte Técnico,Streaming de TV,Streaming de Filmes,Contrato,Fatura Online,Método de Pagamento,Cobrança Mensal,Cobrança Total
0230-UBYPQ,Não,Homem,Sim,Sim,Não,63,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Transferência bancária (automática),36.1,2298.9
0230-WEQUW,Não,Homem,Não,Sim,Não,66,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),56.6,3789.2
0231-LXVAP,Sim,Homem,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,75.9,75.9
0233-FTHAV,Não,Mulher,Não,Não,Não,60,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Anual,Sim,Transferência bancária (automática),79.2,4765.0
0234-TEVTT,Não,Mulher,Não,Sim,Sim,48,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Não,Não,Sim,Anual,Não,Cartão de crédito (automático),45.0,2196.3
0235-KGSLC,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),85.55,85.55
0236-HFWSV,Sim,Homem,Não,Não,Não,15,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.35,1444.65
0237-YFUTL,Não,Mulher,Não,Sim,Não,50,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Transferência bancária (automática),109.65,5405.8
0238-WHBIQ,Não,Homem,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),89.7,6339.3
0239-OXEXL,Não,Mulher,Não,Não,Não,46,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque impresso,84.25,3847.6
0244-LGNFY,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),92.65,6733.0
0247-SLUJI,Não,Homem,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.7,19.7
0248-IPDFW,Não,Mulher,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,50.1,50.1
0248-PGHBZ,Não,Mulher,Sim,Não,Não,67,Sim,Não,Fiber optic,Sim,Sim,Não,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),92.45,6140.85
0253-ZTEOB,Não,Mulher,Não,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,79.65,3870.3
0254-FNMCI,Não,Mulher,Não,Não,Não,72,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,109.9,7624.2
0254-KCJGT,Não,Homem,Não,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cartão de crédito (automático),81.4,4354.45
0254-WWRKD,Não,Mulher,Não,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),50.55,3431.75
0256-LTHVJ,Sim,Mulher,Não,Sim,Sim,28,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,81.05,2227.1
0257-KXZGU,Não,Mulher,Não,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),62.45,2045.55
0257-ZESQC,Sim,Mulher,Sim,Sim,Não,27,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),75.2,1929.35
0258-NOKBL,Não,Homem,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,90.4,268.45
0259-GBZSH,Sim,Homem,Não,Não,Não,2,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.65,181.5
0260-ZDLGK,Sim,Mulher,Não,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque impresso,72.9,651.4
0263-FJTQO,Não,Homem,Não,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Bienal,Sim,Cartão de crédito (automático),70.5,3486.65
0264-CNITK,Não,Mulher,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.1,1389.6
0265-EDXBD,Sim,Homem,Sim,Sim,Não,32,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,2303.35
0265-PSUAE,Não,Mulher,Não,Sim,Sim,16,Sim,Não,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Transferência bancária (automática),100.7,1522.7
0266-CLZKZ,Não,Mulher,Não,Sim,Sim,67,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),105.65,6717.9
0266-GMEAO,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),114.3,8058.55
0268-QKIWO,Sim,Mulher,Não,Não,Não,3,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque eletrônico,19.75,58.85
0269-XFESX,Não,Homem,Não,Sim,Sim,23,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,24.35,538.5
0270-THENM,Não,Homem,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária (automática),69.85,5102.35
0274-JKUJR,Não,Homem,Não,Sim,Sim,7,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque impresso,58.85,465.7
0277-BKSQP,Não,Homem,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,54.4,475.1
0277-ORXQS,Não,Homem,Não,Sim,Sim,66,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),50.55,3364.55
0278-YXOOG,Sim,Homem,Não,Não,Não,5,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,21.05,113.85
0280-XJGEX,Sim,Homem,Não,Não,Não,49,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),103.7,5036.3
0281-CNTZX,Não,Homem,Não,Sim,Não,63,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Transferência bancária (automática),19.95,1234.8
0282-NVSJS,Não,Mulher,Sim,Sim,Sim,12,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque impresso,29.3,355.9
0285-INHLN,Não,Homem,Não,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),54.75,1510.3
0289-IVARM,Não,Mulher,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,60.55,1982.6
0292-WEGCH,Não,Mulher,Não,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,86.2,4524.05
0295-PPHDO,Sim,Homem,Não,Não,Não,1,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.45,95.45
0295-QVKPB,Não,Homem,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de crédito (automático),63.95,318.1
0297-RBCSG,Não,Homem,Não,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferência bancária (automática),65.35,1231.85
0298-XACET,Não,Homem,Não,Sim,Sim,52,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cheque impresso,50.2,2554.0
0301-FIDRB,Não,Mulher,Não,Sim,Sim,72,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),63.8,4684.3
0301-KOBTQ,Não,Homem,Não,Não,Não,32,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Transferência bancária (automática),20.05,614.45
0302-JOIVN,Sim,Mulher,Não,Sim,Não,8,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.15,842.9
0303-UNCIP,Não,Homem,Não,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Não,Cheque impresso,65.0,2531.8
0303-WMMRN,Não,Homem,Não,Não,Não,5,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,19.25,86.05
0305-SQECB,Não,Mulher,Não,Não,Sim,11,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque impresso,36.05,402.6
0306-JAELE,Sim,Homem,Não,Não,Não,5,Sim,Não,Fiber optic,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.1,453.4
0307-BCOPK,Não,Mulher,Não,Não,Não,16,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,19.05,326.65
0308-GIQJT,Não,Homem,Sim,Não,Não,71,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Anual,Não,Transferência bancária (automática),105.75,7382.85
0308-IVGOK,Não,Mulher,Não,Não,Não,11,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),40.4,422.6
0310-MVLET,Sim,Mulher,Não,Sim,Sim,61,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.15,6010.05
0310-SUCIN,Não,Mulher,Não,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),84.8,6046.1
0310-VQXAM,Não,Homem,Não,Não,Não,9,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.85,178.8
0311-QYWSS,Não,Mulher,Não,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.45,314.6
0311-UNPFF,Sim,Mulher,Não,Não,Não,26,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),88.8,2274.35
0314-TKOSI,Não,Mulher,Não,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque impresso,55.15,322.9
0315-LVCRK,Não,Homem,Não,Não,Não,11,Sim,Não,Fiber optic,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,84.8,888.75
0318-QUUOB,Sim,Homem,Não,Sim,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.55,80.55
0318-ZOPWS,Não,Mulher,Não,Sim,Não,49,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Transferência bancária (automática),20.15,973.35
0319-QZTCO,Não,Mulher,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),58.7,168.6
0320-DWVTU,Não,Mulher,Não,Não,Não,53,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cheque impresso,99.5,5424.25
0320-JDNQG,Sim,Homem,Não,Sim,Sim,23,Sim,Não,Fiber optic,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.85,2331.3
0322-CHQRU,Sim,Homem,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.35,89.5
0322-YINQP,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,48.55,48.55
0323-XWWTN,Não,Homem,Não,Não,Sim,3,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cheque impresso,26.4,121.25
0324-BRPCJ,Sim,Mulher,Sim,Sim,Não,68,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.2,6851.65
0325-XBFAC,Sim,Homem,Não,Não,Não,8,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.7,740.3
0326-VDYXE,Não,Mulher,Não,Sim,Não,70,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,97.65,6982.5
0327-WFZSY,Não,Homem,Não,Sim,Sim,39,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,100.0,3835.55
0328-GRPMV,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.1,70.1
0329-GTIAJ,Sim,Mulher,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.9,315.3
0330-BGYZE,Não,Homem,Não,Sim,Não,60,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Transferência bancária (automática),102.5,6157.6
0330-IVZHA,Sim,Mulher,Não,Sim,Não,5,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.95,330.15
0334-GDDSO,Sim,Homem,Sim,Não,Não,3,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.35,233.7
0334-ZFJSR,Não,Mulher,Não,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),66.05,3462.1
0336-KXKFK,Não,Homem,Não,Não,Não,72,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),61.2,4390.25
0336-PIKEI,Não,Homem,Sim,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Transferência bancária (automática),74.4,5360.75
0337-CNPZE,Sim,Mulher,Não,Não,Não,41,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.3,4443.45
0343-QLUZP,Não,Homem,Não,Não,Não,60,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Não,Transferência bancária (automática),39.6,2424.5
0345-HKJVM,Sim,Mulher,Não,Não,Não,6,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,89.3,577.6
0345-XMMUG,Não,Mulher,Não,Sim,Não,46,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),108.9,4854.3
0347-UBKUZ,Não,Mulher,Não,Não,Não,15,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.9,320.45
0348-SDKOL,Sim,Mulher,Não,Sim,Não,58,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),102.1,5885.4
0354-VXMJC,Não,Homem,Não,Sim,Sim,23,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.6,426.65
0354-WYROK,Sim,Mulher,Sim,Sim,Sim,31,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.9,2911.3
0356-ERHVT,Não,Homem,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),45.9,521.9
0356-OBMAC,Não,Mulher,Sim,Não,Não,56,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),99.9,5706.3
0357-NVCRI,Não,Mulher,Não,Não,Sim,25,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cartão de crédito (automático),20.05,471.7
0361-HJRDX,Não,Mulher,Não,Não,Não,68,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),64.35,4539.6
0362-RAOQO,Não,Mulher,Não,Não,Não,40,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.65,830.25
0362-ZBZWJ,Sim,Homem,Não,Não,Não,36,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.9,3067.2
0363-QJVFX,Sim,Homem,Não,Não,Não,32,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),108.15,3432.9
0363-SVHYR,Não,Homem,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),86.85,6263.8
0365-BZUWY,Não,Homem,Não,Sim,Não,17,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,102.55,1742.5
0365-GXEZS,Não,Homem,Não,Sim,Não,18,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,78.2,1468.75
0365-TRTPY,Não,Mulher,Não,Não,Não,37,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),91.2,3382.3
0366-NQSHS,Não,Homem,Não,Não,Não,2,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.35,46.35
0369-ZGOVK,Não,Mulher,Não,Sim,Sim,28,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferência bancária (automática),70.4,1992.2
0373-AIVNJ,Não,Homem,Não,Não,Não,9,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque impresso,39.55,373.0
0374-AACSZ,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.15,50.15
0374-FIUCA,Não,Homem,Não,Sim,Não,65,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cartão de crédito (automático),20.4,1414.45
0374-IOEGQ,Não,Mulher,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,44.6,122.7
0375-HVGXO,Sim,Mulher,Não,Não,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,34.7,34.7
0376-OIWME,Não,Homem,Não,Sim,Não,36,Sim,Não,Fiber optic,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.6,3366.05
0376-YMCJC,Sim,Homem,Não,Não,Não,23,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,90.6,1943.2
0377-JBKKT,Não,Homem,Não,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque impresso,57.95,1271.8
0378-CJKPV,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),112.1,7965.95
0378-NHQXU,Sim,Mulher,Não,Sim,Sim,17,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque eletrônico,88.25,1460.65
0378-TOVMS,Sim,Mulher,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,85.8,272.2
0378-XSZPU,Sim,Homem,Não,Sim,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de crédito (automático),60.3,3563.8
0379-DJQHR,Não,Homem,Não,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,Cartão de crédito (automático),81.35,5398.6
0380-NEAVX,Não,Homem,Sim,Não,Não,34,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,99.85,3343.15
0380-ZCSBI,Não,Homem,Não,Não,Não,10,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cartão de crédito (automático),20.0,198.7
0383-CLDDA,Não,Mulher,Não,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),85.35,5897.4
0384-LPITE,Não,Homem,Não,Não,Não,40,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),62.05,2511.55
0384-RVBPI,Não,Homem,Não,Não,Não,20,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito (automático),64.4,1398.6
0386-CWRGM,Não,Mulher,Não,Sim,Sim,46,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.4,967.85
0388-EOPEX,Sim,Mulher,Não,Sim,Não,2,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,139.4
0390-DCFDQ,Sim,Mulher,Sim,Sim,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,70.45,70.45
0392-BZIUW,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),105.0,7589.8
0394-YONDK,Não,Homem,Não,Sim,Sim,70,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),25.15,1790.15
0396-HUJBP,Não,Mulher,Não,Não,Não,2,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.3,44.4
0396-UKGAI,Não,Homem,Não,Não,Sim,23,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Transferência bancária (automática),55.3,1284.2
0396-YCHWO,Não,Homem,Não,Sim,Não,36,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.4,3474.2
0397-GZBBC,Sim,Homem,Sim,Sim,Não,59,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),93.85,5574.75
0397-ZXWQF,Não,Homem,Não,Não,Não,67,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.5,1430.95
0401-WDBXM,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automática),105.55,7542.25
0402-CQAJN,Sim,Mulher,Não,Não,Não,37,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),101.9,3545.35
0402-OAMEN,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),24.45,1709.1
0404-AHASP,Não,Homem,Não,Sim,Não,72,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.7,1421.9
0404-SWRVG,Sim,Homem,Não,Não,Não,3,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,229.55
0406-BPDVR,Sim,Mulher,Sim,Sim,Não,54,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),101.5,5373.1
0407-BDJKB,Sim,Homem,Não,Sim,Não,60,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,95.75,5742.9
